,num_confirmed,num_death,num_recovered,num_confirmed_that_day,num_death_that_day,num_recovered_that_day
1/22/2020,0,0,0,,,
1/23/2020,0,0,0,0.0,0.0,0.0
1/24/2020,0,0,0,0.0,0.0,0.0
1/25/2020,0,0,0,0.0,0.0,0.0
1/26/2020,0,0,0,0.0,0.0,0.0
1/27/2020,0,0,0,0.0,0.0,0.0
1/28/2020,0,0,0,0.0,0.0,0.0
1/29/2020,0,0,0,0.0,0.0,0.0
1/30/2020,0,0,0,0.0,0.0,0.0
1/31/2020,0,0,0,0.0,0.0,0.0
2/1/2020,0,0,0,0.0,0.0,0.0
2/2/2020,0,0,0,0.0,0.0,0.0
2/3/2020,0,0,0,0.0,0.0,0.0
2/4/2020,0,0,0,0.0,0.0,0.0
2/5/2020,0,0,0,0.0,0.0,0.0
2/6/2020,0,0,0,0.0,0.0,0.0
2/7/2020,0,0,0,0.0,0.0,0.0
2/8/2020,0,0,0,0.0,0.0,0.0
2/9/2020,0,0,0,0.0,0.0,0.0
2/10/2020,0,0,0,0.0,0.0,0.0
2/11/2020,0,0,0,0.0,0.0,0.0
2/12/2020,0,0,0,0.0,0.0,0.0
2/13/2020,0,0,0,0.0,0.0,0.0
2/14/2020,0,0,0,0.0,0.0,0.0
2/15/2020,0,0,0,0.0,0.0,0.0
2/16/2020,0,0,0,0.0,0.0,0.0
2/17/2020,0,0,0,0.0,0.0,0.0
2/18/2020,0,0,0,0.0,0.0,0.0
2/19/2020,0,0,0,0.0,0.0,0.0
2/20/2020,0,0,0,0.0,0.0,0.0
2/21/2020,0,0,0,0.0,0.0,0.0
2/22/2020,0,0,0,0.0,0.0,0.0
2/23/2020,0,0,0,0.0,0.0,0.0
2/24/2020,0,0,0,0.0,0.0,0.0
2/25/2020,0,0,0,0.0,0.0,0.0
2/26/2020,0,0,0,0.0,0.0,0.0
2/27/2020,0,0,0,0.0,0.0,0.0
2/28/2020,0,0,0,0.0,0.0,0.0
2/29/2020,0,0,0,0.0,0.0,0.0
3/1/2020,0,0,0,0.0,0.0,0.0
3/2/2020,0,0,0,0.0,0.0,0.0
3/3/2020,0,0,0,0.0,0.0,0.0
3/4/2020,0,0,0,0.0,0.0,0.0
3/5/2020,0,0,0,0.0,0.0,0.0
3/6/2020,0,0,0,0.0,0.0,0.0
3/7/2020,0,0,0,0.0,0.0,0.0
3/8/2020,3,0,0,3.0,0.0,0.0
3/9/2020,3,0,0,0.0,0.0,0.0
3/10/2020,3,0,0,0.0,0.0,0.0
3/11/2020,3,0,0,0.0,0.0,0.0
3/12/2020,3,0,0,0.0,0.0,0.0
3/13/2020,3,0,0,0.0,0.0,0.0
3/14/2020,3,0,0,0.0,0.0,0.0
3/15/2020,5,0,0,2.0,0.0,0.0
3/16/2020,8,0,2,3.0,0.0,2.0
3/17/2020,10,0,3,2.0,0.0,1.0
3/18/2020,14,1,3,4.0,1.0,0.0
3/19/2020,17,1,3,3.0,0.0,0.0
3/20/2020,20,1,3,3.0,0.0,0.0
3/21/2020,25,2,3,5.0,1.0,0.0
3/22/2020,27,2,3,2.0,0.0,0.0
3/23/2020,33,3,5,6.0,1.0,2.0
3/24/2020,39,4,5,6.0,1.0,0.0
3/25/2020,39,5,7,0.0,1.0,2.0
3/26/2020,44,5,11,5.0,0.0,4.0
3/27/2020,48,5,11,4.0,0.0,0.0
3/28/2020,48,5,15,0.0,0.0,4.0
3/29/2020,48,5,15,0.0,0.0,0.0
3/30/2020,49,5,19,1.0,0.0,4.0
3/31/2020,51,5,25,2.0,0.0,6.0
4/1/2020,54,6,25,3.0,1.0,0.0
4/2/2020,56,6,25,2.0,0.0,0.0
4/3/2020,61,6,26,5.0,0.0,1.0
4/4/2020,70,8,30,9.0,2.0,4.0
4/5/2020,88,9,33,18.0,1.0,3.0
4/6/2020,123,12,33,35.0,3.0,0.0
